taxon,sub_taxon,feature,coefficient,r2,domain
Terrestrial arthropods,Collembola (soil),urban_intensity,0.09370263358445792,0.41761139222092936,terrestrial
Terrestrial arthropods,Combined (above-ground),intercept,-0.027924191358720846,0.5914681889893914,terrestrial
Terrestrial arthropods,Combined (above-ground),temperature,0.004392452947654676,0.5914681889893914,terrestrial
Terrestrial arthropods,Combined (above-ground),rainfall,0.00013741069033214654,0.5914681889893914,terrestrial
Terrestrial arthropods,Combined (above-ground),farm_intensity,-0.035895660987370265,0.5914681889893914,terrestrial
Terrestrial arthropods,Combined (above-ground),urban_intensity,-0.19837272839892825,0.5914681889893914,terrestrial
Terrestrial arthropods,Formicidae (soil),intercept,0.03022268867245764,0.38914600427598456,terrestrial
Terrestrial arthropods,Formicidae (soil),temperature,0.0015439420163019504,0.38914600427598456,terrestrial
Terrestrial arthropods,Formicidae (soil),rainfall,1.4041854579960046e-05,0.38914600427598456,terrestrial
Terrestrial arthropods,Formicidae (soil),farm_intensity,0.009484665768830301,0.38914600427598456,terrestrial
Terrestrial arthropods,Formicidae (soil),urban_intensity,0.003861895491945488,0.38914600427598456,terrestrial
Terrestrial arthropods,Isoptera (soil),intercept,0.013440513503453683,0.621912689416902,terrestrial
Terrestrial arthropods,Isoptera (soil),temperature,0.0041757213366082485,0.621912689416902,terrestrial
Terrestrial arthropods,Isoptera (soil),rainfall,0.00014356997683649268,0.621912689416902,terrestrial
Terrestrial arthropods,Isoptera (soil),farm_intensity,0.19044304698591638,0.621912689416902,terrestrial
Terrestrial arthropods,Isoptera (soil),urban_intensity,-0.5121590051807404,0.621912689416902,terrestrial
Terrestrial arthropods,Other (soil),intercept,0.035373412833547405,0.5246229962674469,terrestrial
Terrestrial arthropods,Other (soil),temperature,8.991444364676708e-05,0.5246229962674469,terrestrial
Terrestrial arthropods,Other (soil),rainfall,5.59816292124032e-05,0.5246229962674469,terrestrial
Terrestrial arthropods,Other (soil),farm_intensity,0.1600200539862784,0.5246229962674469,terrestrial
Terrestrial arthropods,Other (soil),urban_intensity,0.06891184516668611,0.5246229962674469,terrestrial
Wild mammals,Afrosoricida,intercept,4.3793829151167964e-06,0.4410695996671977,terrestrial
Wild mammals,Afrosoricida,temperature,5.521629791228508e-07,0.4410695996671977,terrestrial
Wild mammals,Afrosoricida,rainfall,2.0843270382176498e-08,0.4410695996671977,terrestrial
Wild mammals,Afrosoricida,farm_intensity,-1.160004780479568e-05,0.4410695996671977,terrestrial
Wild mammals,Afrosoricida,urban_intensity,-6.125581716332089e-06,0.4410695996671977,terrestrial
Wild mammals,Carnivora,intercept,0.0005352019635770712,0.12647051037201418,terrestrial
Wild mammals,Carnivora,temperature,1.7063813994569042e-06,0.12647051037201418,terrestrial
Wild mammals,Carnivora,rainfall,8.511842059337352e-08,0.12647051037201418,terrestrial
Wild mammals,Carnivora,farm_intensity,0.0002270692906219971,0.12647051037201418,terrestrial
Wild mammals,Carnivora,urban_intensity,0.0014042453654628314,0.12647051037201418,terrestrial
Wild mammals,Cetartiodactyla,intercept,0.007081055963506414,0.3095405465274217,terrestrial
Wild mammals,Cetartiodactyla,temperature,8.729781813109483e-05,0.3095405465274217,terrestrial
Wild mammals,Cetartiodactyla,rainfall,1.7897920203747152e-06,0.3095405465274217,terrestrial
Wild mammals,Cetartiodactyla,farm_intensity,0.005216002320800264,0.3095405465274217,terrestrial
Wild mammals,Cetartiodactyla,urban_intensity,0.023272220659857516,0.3095405465274217,terrestrial
Wild mammals,Chiroptera,intercept,0.000159649593415916,0.5485809849336432,terrestrial
Wild mammals,Chiroptera,temperature,4.6603371611181755e-05,0.5485809849336432,terrestrial
Wild mammals,Chiroptera,rainfall,1.0378966215460512e-06,0.5485809849336432,terrestrial
Wild mammals,Chiroptera,farm_intensity,6.851698677729097e-05,0.5485809849336432,terrestrial
Wild mammals,Chiroptera,urban_intensity,-0.0034274764218339424,0.5485809849336432,terrestrial
Wild mammals,Cingulata,intercept,-2.4572951003823387e-05,0.5547629480902718,terrestrial
Wild mammals,Cingulata,temperature,1.7020395380774699e-06,0.5547629480902718,terrestrial
Wild mammals,Cingulata,rainfall,3.664230532419043e-08,0.5547629480902718,terrestrial
Wild mammals,Cingulata,farm_intensity,3.360102513334562e-06,0.5547629480902718,terrestrial
Wild mammals,Cingulata,urban_intensity,-4.7592926343030116e-05,0.5547629480902718,terrestrial
Wild mammals,Dasyuromorphia,intercept,2.708311190540936e-06,0.3074301171185668,terrestrial
Wild mammals,Dasyuromorphia,temperature,1.187047261732145e-07,0.3074301171185668,terrestrial
Wild mammals,Dasyuromorphia,rainfall,3.5390193631415014e-10,0.3074301171185668,terrestrial
Wild mammals,Dasyuromorphia,farm_intensity,-1.1616255604245617e-06,0.3074301171185668,terrestrial
Wild mammals,Dasyuromorphia,urban_intensity,-4.3807778784077905e-06,0.3074301171185668,terrestrial
Wild mammals,Dermoptera,intercept,-4.249859563305085e-07,0.7540416398729557,terrestrial
Wild mammals,Dermoptera,temperature,3.9942757406713817e-07,0.7540416398729557,terrestrial
Wild mammals,Dermoptera,rainfall,1.2603219621538314e-09,0.7540416398729557,terrestrial
Wild mammals,Dermoptera,farm_intensity,-2.061452719943424e-06,0.7540416398729557,terrestrial
Wild mammals,Dermoptera,urban_intensity,-9.492519520410083e-06,0.7540416398729557,terrestrial
Wild mammals,Didelphimorphia,intercept,-0.00023926388664298974,0.5453853051133892,terrestrial
Wild mammals,Didelphimorphia,temperature,1.3786006625178148e-05,0.5453853051133892,terrestrial
Wild mammals,Didelphimorphia,rainfall,3.0033535503497054e-07,0.5453853051133892,terrestrial
Wild mammals,Didelphimorphia,farm_intensity,9.710501554920704e-06,0.5453853051133892,terrestrial
Wild mammals,Didelphimorphia,urban_intensity,-0.0003326795590896453,0.5453853051133892,terrestrial
Wild mammals,Diprotodontia,intercept,0.001539090010971464,0.09479013393189062,terrestrial
Wild mammals,Diprotodontia,temperature,-1.691691971499107e-05,0.09479013393189062,terrestrial
Wild mammals,Diprotodontia,rainfall,-8.250240014756063e-08,0.09479013393189062,terrestrial
Wild mammals,Diprotodontia,farm_intensity,0.0004451508338598678,0.09479013393189062,terrestrial
Wild mammals,Diprotodontia,urban_intensity,0.0007117345126398863,0.09479013393189062,terrestrial
Wild mammals,Eulipotyphla,intercept,3.373890816942019e-05,0.36133786871127294,terrestrial
Wild mammals,Eulipotyphla,temperature,6.67797969581833e-07,0.36133786871127294,terrestrial
Wild mammals,Eulipotyphla,rainfall,-2.5423345403133846e-10,0.36133786871127294,terrestrial
Wild mammals,Eulipotyphla,farm_intensity,1.7064766316023876e-05,0.36133786871127294,terrestrial
Wild mammals,Eulipotyphla,urban_intensity,6.61678187994273e-05,0.36133786871127294,terrestrial
Wild mammals,Hyracoidea,intercept,-2.5782687729077142e-05,0.22881466853570387,terrestrial
Wild mammals,Hyracoidea,temperature,4.898782903588621e-06,0.22881466853570387,terrestrial
Wild mammals,Hyracoidea,rainfall,-9.49271742952243e-10,0.22881466853570387,terrestrial
Wild mammals,Hyracoidea,farm_intensity,3.513383417758436e-05,0.22881466853570387,terrestrial
Wild mammals,Hyracoidea,urban_intensity,-0.00017139457100306976,0.22881466853570387,terrestrial
Wild mammals,Lagomorpha,intercept,0.0002265520383015716,0.1860629547439121,terrestrial
Wild mammals,Lagomorpha,temperature,1.1547563967709947e-06,0.1860629547439121,terrestrial
Wild mammals,Lagomorpha,rainfall,-6.514841292571224e-08,0.1860629547439121,terrestrial
Wild mammals,Lagomorpha,farm_intensity,9.67565375954781e-05,0.1860629547439121,terrestrial
Wild mammals,Lagomorpha,urban_intensity,0.0003146128523869577,0.1860629547439121,terrestrial
Wild mammals,Macroscelidea,intercept,-3.0667428267738536e-05,0.2679634950808477,terrestrial
Wild mammals,Macroscelidea,temperature,3.1135245981950946e-06,0.2679634950808477,terrestrial
Wild mammals,Macroscelidea,rainfall,8.503549419686094e-09,0.2679634950808477,terrestrial
Wild mammals,Macroscelidea,farm_intensity,2.514422391828514e-05,0.2679634950808477,terrestrial
Wild mammals,Macroscelidea,urban_intensity,-9.823857840971271e-05,0.2679634950808477,terrestrial
Wild mammals,Microbiotheria,intercept,1.4996229349222266e-07,0.1926654452749993,terrestrial
Wild mammals,Microbiotheria,temperature,-1.3754358361372068e-09,0.1926654452749993,terrestrial
Wild mammals,Microbiotheria,rainfall,9.359592342282301e-11,0.1926654452749993,terrestrial
Wild mammals,Microbiotheria,farm_intensity,-9.97224335048118e-08,0.1926654452749993,terrestrial
Wild mammals,Microbiotheria,urban_intensity,2.2054943753381882e-07,0.1926654452749993,terrestrial
Wild mammals,Monotremata,intercept,1.1683555628007464e-05,0.3767818647421679,terrestrial
Wild mammals,Monotremata,temperature,3.4320754444506515e-07,0.3767818647421679,terrestrial
Wild mammals,Monotremata,rainfall,-5.3513268423579325e-09,0.3767818647421679,terrestrial
Wild mammals,Monotremata,farm_intensity,-8.083180823320978e-07,0.3767818647421679,terrestrial
Wild mammals,Monotremata,urban_intensity,-2.069432513878576e-05,0.3767818647421679,terrestrial
Wild mammals,Notoryctemorphia,intercept,6.661434213641294e-07,0.4807469277983557,terrestrial
Wild mammals,Notoryctemorphia,temperature,-6.845883273136287e-09,0.4807469277983557,terrestrial
Wild mammals,Notoryctemorphia,rainfall,-2.5889968060384105e-10,0.4807469277983557,terrestrial
Wild mammals,Notoryctemorphia,farm_intensity,-7.616912233152846e-08,0.4807469277983557,terrestrial
Wild mammals,Notoryctemorphia,urban_intensity,2.395042798030072e-07,0.4807469277983557,terrestrial
Wild mammals,Paucituberculata,intercept,-1.772869745592758e-08,0.3661972860702347,terrestrial
Wild mammals,Paucituberculata,temperature,4.690213935944973e-09,0.3661972860702347,terrestrial
Wild mammals,Paucituberculata,rainfall,2.1908846524972785e-10,0.3661972860702347,terrestrial
Wild mammals,Paucituberculata,farm_intensity,-3.766189881655641e-08,0.3661972860702347,terrestrial
Wild mammals,Paucituberculata,urban_intensity,4.928644691117055e-08,0.3661972860702347,terrestrial
Wild mammals,Peramelemorphia,intercept,-1.417812462926274e-05,0.5205229274361101,terrestrial
Wild mammals,Peramelemorphia,temperature,8.407318140607648e-07,0.5205229274361101,terrestrial
Wild mammals,Peramelemorphia,rainfall,3.344862723701629e-08,0.5205229274361101,terrestrial
Wild mammals,Peramelemorphia,farm_intensity,-2.155378384302034e-06,0.5205229274361101,terrestrial
Wild mammals,Peramelemorphia,urban_intensity,-4.846611708109847e-06,0.5205229274361101,terrestrial
Wild mammals,Perissodactyla,intercept,0.00020445467574070505,0.21114255709949037,terrestrial
Wild mammals,Perissodactyla,temperature,9.221582220385885e-06,0.21114255709949037,terrestrial
Wild mammals,Perissodactyla,rainfall,-6.71057436355819e-08,0.21114255709949037,terrestrial
Wild mammals,Perissodactyla,farm_intensity,0.00010672047288898895,0.21114255709949037,terrestrial
Wild mammals,Perissodactyla,urban_intensity,-0.0010232321541960169,0.21114255709949037,terrestrial
Wild mammals,Pholidota,intercept,5.114199884510895e-07,0.49193325059605364,terrestrial
Wild mammals,Pholidota,temperature,1.0544481581589498e-07,0.49193325059605364,terrestrial
Wild mammals,Pholidota,rainfall,2.333718555554984e-09,0.49193325059605364,terrestrial
Wild mammals,Pholidota,farm_intensity,-3.503827627847253e-07,0.49193325059605364,terrestrial
Wild mammals,Pholidota,urban_intensity,-1.0351181377665714e-05,0.49193325059605364,terrestrial
Wild mammals,Pilosa,intercept,-8.922275219097608e-05,0.6052709258676041,terrestrial
Wild mammals,Pilosa,temperature,5.515867767391389e-06,0.6052709258676041,terrestrial
Wild mammals,Pilosa,rainfall,1.9262158599112778e-07,0.6052709258676041,terrestrial
Wild mammals,Pilosa,farm_intensity,-1.9244644946667426e-05,0.6052709258676041,terrestrial
Wild mammals,Pilosa,urban_intensity,-3.0353779466746304e-05,0.6052709258676041,terrestrial
Wild mammals,Primates,intercept,0.0001341272845239149,0.5148071740139406,terrestrial
Wild mammals,Primates,temperature,2.6014457067121763e-05,0.5148071740139406,terrestrial
Wild mammals,Primates,rainfall,6.357640797649668e-07,0.5148071740139406,terrestrial
Wild mammals,Primates,farm_intensity,-3.911272548248804e-05,0.5148071740139406,terrestrial
Wild mammals,Primates,urban_intensity,-0.0023197546811824224,0.5148071740139406,terrestrial
Wild mammals,Proboscidea,intercept,-0.002063756911742197,0.2722061976583049,terrestrial
Wild mammals,Proboscidea,temperature,0.00019683490888306238,0.2722061976583049,terrestrial
Wild mammals,Proboscidea,rainfall,4.532647723115985e-07,0.2722061976583049,terrestrial
Wild mammals,Proboscidea,farm_intensity,0.00144536406302207,0.2722061976583049,terrestrial
Wild mammals,Proboscidea,urban_intensity,-0.006745114403138463,0.2722061976583049,terrestrial
Wild mammals,Rodentia,intercept,0.0007997993869287958,0.6190885983645382,terrestrial
Wild mammals,Rodentia,temperature,5.907355864318665e-05,0.6190885983645382,terrestrial
Wild mammals,Rodentia,rainfall,1.7443276038121297e-06,0.6190885983645382,terrestrial
Wild mammals,Rodentia,farm_intensity,0.00037297644603376636,0.6190885983645382,terrestrial
Wild mammals,Rodentia,urban_intensity,-0.0007016498504547027,0.6190885983645382,terrestrial
Wild mammals,Scandentia,intercept,-4.4261568386532415e-06,0.45716551885671497,terrestrial
Wild mammals,Scandentia,temperature,2.8393233588330573e-07,0.45716551885671497,terrestrial
Wild mammals,Scandentia,rainfall,2.1609051576822927e-08,0.45716551885671497,terrestrial
Wild mammals,Scandentia,farm_intensity,-6.226378666618089e-06,0.45716551885671497,terrestrial
Wild mammals,Scandentia,urban_intensity,-7.071119248804566e-06,0.45716551885671497,terrestrial
Wild mammals,Tubulidentata,intercept,-0.00019173866662239135,0.19555794630707224,terrestrial
Wild mammals,Tubulidentata,temperature,2.5784444919869944e-05,0.19555794630707224,terrestrial
Wild mammals,Tubulidentata,rainfall,-3.611844468678149e-09,0.19555794630707224,terrestrial
Wild mammals,Tubulidentata,farm_intensity,0.0002233647491366077,0.19555794630707224,terrestrial
Wild mammals,Tubulidentata,urban_intensity,-0.0008688215395372589,0.19555794630707224,terrestrial
Nematodes,(all),intercept,0.21670901652145003,0.13074151312726512,terrestrial
Nematodes,(all),temperature,-0.00219923138613724,0.13074151312726512,terrestrial
Nematodes,(all),rainfall,1.8915158137365017e-05,0.13074151312726512,terrestrial
Nematodes,(all),farm_intensity,-0.002561764813381861,0.13074151312726512,terrestrial
Nematodes,(all),urban_intensity,0.28183332864443783,0.13074151312726512,terrestrial
Terrestrial arthropods,(all),intercept,0.2354532220912514,0.5807091401978619,terrestrial
Terrestrial arthropods,(all),temperature,0.004917877025618617,0.5807091401978619,terrestrial
Terrestrial arthropods,(all),rainfall,0.0003746524637614154,0.5807091401978619,terrestrial
Terrestrial arthropods,(all),farm_intensity,0.25509783445986034,0.5807091401978619,terrestrial
Terrestrial arthropods,(all),urban_intensity,-0.10902466461254796,0.5807091401978619,terrestrial
Wild mammals,(all),intercept,0.010387619961418373,0.6118649554040334,terrestrial
Wild mammals,(all),temperature,0.00034891605948845394,0.6118649554040334,terrestrial
Wild mammals,(all),rainfall,6.083833496929205e-06,0.6118649554040334,terrestrial
Wild mammals,(all),farm_intensity,0.007566725158983001,0.6118649554040334,terrestrial
Wild mammals,(all),urban_intensity,0.010288896037777903,0.6118649554040334,terrestrial
Humans,(all),intercept,-5.551115123125783e-16,1.0,terrestrial
Humans,(all),temperature,1.0441782104087761e-16,1.0,terrestrial
Humans,(all),rainfall,-1.0842021724855044e-19,1.0,terrestrial
Humans,(all),farm_intensity,-9.025242196810773e-16,1.0,terrestrial
Humans,(all),urban_intensity,155.90963656461844,1.0,terrestrial
Livestock,Cattle,intercept,-2.3314683517128287e-15,1.0,terrestrial
Livestock,Cattle,temperature,2.813691089680632e-16,1.0,terrestrial
Livestock,Cattle,rainfall,-7.589415207398531e-19,1.0,terrestrial
Livestock,Cattle,farm_intensity,1.6484648689795731,1.0,terrestrial
Livestock,Cattle,urban_intensity,-6.882737480660647e-17,1.0,terrestrial
Livestock,Buffaloes,intercept,-3.3306690738754696e-16,1.0,terrestrial
Livestock,Buffaloes,temperature,4.496365814027223e-17,1.0,terrestrial
Livestock,Buffaloes,rainfall,-1.4907779871675686e-19,1.0,terrestrial
Livestock,Buffaloes,farm_intensity,0.26787554120918056,1.0,terrestrial
Livestock,Buffaloes,urban_intensity,-1.94243851082489e-17,1.0,terrestrial
Livestock,Sheep,intercept,-2.0122792321330962e-16,1.0,terrestrial
Livestock,Sheep,temperature,2.6010458997693715e-17,1.0,terrestrial
Livestock,Sheep,rainfall,-8.131516293641283e-20,1.0,terrestrial
Livestock,Sheep,farm_intensity,0.15414731587333028,1.0,terrestrial
Livestock,Sheep,urban_intensity,-1.1773632054435908e-17,1.0,terrestrial
Livestock,Swine,intercept,-1.5959455978986625e-16,1.0,terrestrial
Livestock,Swine,temperature,2.6137101430542977e-17,1.0,terrestrial
Livestock,Swine,rainfall,-8.131516293641283e-20,1.0,terrestrial
Livestock,Swine,farm_intensity,0.1513734567187972,1.0,terrestrial
Livestock,Swine,urban_intensity,-2.018131402101023e-17,1.0,terrestrial
Livestock,Goats,intercept,-1.6653345369377348e-16,1.0,terrestrial
Livestock,Goats,temperature,2.137845616237375e-17,1.0,terrestrial
Livestock,Goats,rainfall,-6.776263578034403e-20,1.0,terrestrial
Livestock,Goats,farm_intensity,0.12680498992150566,1.0,terrestrial
Livestock,Goats,urban_intensity,-1.9188881307783496e-17,1.0,terrestrial
Livestock,Horses,intercept,-6.938893903907228e-17,1.0,terrestrial
Livestock,Horses,temperature,1.1057137768134084e-17,1.0,terrestrial
Livestock,Horses,rainfall,-3.7269449679189215e-20,1.0,terrestrial
Livestock,Horses,farm_intensity,0.06379876055425747,1.0,terrestrial
Livestock,Horses,urban_intensity,-5.357577237608883e-18,1.0,terrestrial
Livestock,Camels,intercept,-3.8163916471489756e-17,1.0,terrestrial
Livestock,Camels,temperature,5.18946214758409e-18,1.0,terrestrial
Livestock,Camels,rainfall,-1.5246593050577406e-20,1.0,terrestrial
Livestock,Camels,farm_intensity,0.030512450699862283,1.0,terrestrial
Livestock,Camels,urban_intensity,-2.8168713389486875e-18,1.0,terrestrial
Livestock,Asses,intercept,-3.642919299551295e-17,1.0,terrestrial
Livestock,Asses,temperature,4.396392327625987e-18,1.0,terrestrial
Livestock,Asses,rainfall,-1.1858461261560205e-20,1.0,terrestrial
Livestock,Asses,farm_intensity,0.02575726357780583,1.0,terrestrial
Livestock,Asses,urban_intensity,-1.075427731353226e-18,1.0,terrestrial
Livestock,Mules,intercept,-5.204170427930421e-18,1.0,terrestrial
Livestock,Mules,temperature,6.680767550741797e-19,1.0,terrestrial
Livestock,Mules,rainfall,-2.117582368135751e-21,1.0,terrestrial
Livestock,Mules,farm_intensity,0.003962655935047052,1.0,terrestrial
Livestock,Mules,urban_intensity,-5.996525408682342e-19,1.0,terrestrial
Livestock,"Camelids, other",intercept,-5.204170427930421e-18,1.0,terrestrial
Livestock,"Camelids, other",temperature,6.680767550741797e-19,1.0,terrestrial
Livestock,"Camelids, other",rainfall,-2.117582368135751e-21,1.0,terrestrial
Livestock,"Camelids, other",farm_intensity,0.003962655935047052,1.0,terrestrial
Livestock,"Camelids, other",urban_intensity,-5.996525408682342e-19,1.0,terrestrial
Livestock,Rabbits and hares,intercept,-2.6020852139652106e-18,1.0,terrestrial
Livestock,Rabbits and hares,temperature,3.3403837753708983e-19,1.0,terrestrial
Livestock,Rabbits and hares,rainfall,-1.0587911840678754e-21,1.0,terrestrial
Livestock,Rabbits and hares,farm_intensity,0.001981327967523526,1.0,terrestrial
Livestock,Rabbits and hares,urban_intensity,-2.998262704341171e-19,1.0,terrestrial
Livestock,(all),intercept,-2.7755575615628914e-15,1.0,terrestrial
Livestock,(all),temperature,4.3222953306628174e-16,1.0,terrestrial
Livestock,(all),rainfall,-1.3010426069826053e-18,1.0,terrestrial
Livestock,(all),farm_intensity,2.478641287371928,1.0,terrestrial
Livestock,(all),urban_intensity,-2.9859559175853323e-16,1.0,terrestrial
Urban commensals,Dog,intercept,-3.8163916471489756e-17,1.0,terrestrial
Urban commensals,Dog,temperature,6.076102381665967e-18,1.0,terrestrial
Urban commensals,Dog,rainfall,0.0,1.0,terrestrial
Urban commensals,Dog,farm_intensity,2.643271198408716e-17,1.0,terrestrial
Urban commensals,Dog,urban_intensity,8.553843408168033,1.0,terrestrial
Urban commensals,Cat,intercept,-3.0357660829594124e-18,1.0,terrestrial
Urban commensals,Cat,temperature,5.837271352811528e-19,1.0,terrestrial
Urban commensals,Cat,rainfall,0.0,1.0,terrestrial
Urban commensals,Cat,farm_intensity,2.6922203969781233e-18,1.0,terrestrial
Urban commensals,Cat,urban_intensity,0.87122479157267,1.0,terrestrial
Urban commensals,Rats,intercept,-3.7947076036992655e-19,1.0,terrestrial
Urban commensals,Rats,temperature,1.0253860694766599e-19,1.0,terrestrial
Urban commensals,Rats,rainfall,-3.1763735522036263e-22,1.0,terrestrial
Urban commensals,Rats,farm_intensity,2.726541102869926e-19,1.0,terrestrial
Urban commensals,Rats,urban_intensity,0.15840450755866733,1.0,terrestrial
Urban commensals,Mouse,intercept,-1.8973538018496328e-19,1.0,terrestrial
Urban commensals,Mouse,temperature,5.1269303473832994e-20,1.0,terrestrial
Urban commensals,Mouse,rainfall,-1.5881867761018131e-22,1.0,terrestrial
Urban commensals,Mouse,farm_intensity,1.363270551434963e-19,1.0,terrestrial
Urban commensals,Mouse,urban_intensity,0.07920225377933367,1.0,terrestrial
Urban commensals,"Rodents, other",intercept,0.0,1.0,terrestrial
Urban commensals,"Rodents, other",temperature,0.0,1.0,terrestrial
Urban commensals,"Rodents, other",rainfall,0.0,1.0,terrestrial
Urban commensals,"Rodents, other",farm_intensity,0.0,1.0,terrestrial
Urban commensals,"Rodents, other",urban_intensity,0.0,1.0,terrestrial
Urban commensals,(all),intercept,-4.85722573273506e-17,1.0,terrestrial
Urban commensals,(all),temperature,6.41656792698824e-18,1.0,terrestrial
Urban commensals,(all),rainfall,0.0,1.0,terrestrial
Urban commensals,(all),farm_intensity,1.598138751487561e-17,1.0,terrestrial
Urban commensals,(all),urban_intensity,9.662674961078709,1.0,terrestrial
Total,(all),intercept,0.8332936974000633,0.9538083640730113,terrestrial
Total,(all),temperature,0.00048565041498471533,0.9538083640730113,terrestrial
Total,(all),rainfall,0.0005670322811046347,0.9538083640730113,terrestrial
Total,(all),farm_intensity,5.060666346824817,0.9538083640730113,terrestrial
Total,(all),urban_intensity,162.98090312105458,0.9538083640730113,terrestrial
Marine animals,Mammals,intercept,0.015955678670360112,,aquatic
Marine animals,Mammals,temperature,0.0,,aquatic
Marine animals,Mammals,rainfall,0.0,,aquatic
Marine animals,Mammals,farm_intensity,0.0,,aquatic
Marine animals,Mammals,urban_intensity,0.0,,aquatic
Marine animals,Arthropods,intercept,2.6048619067715126,,aquatic
Marine animals,Arthropods,temperature,0.0,,aquatic
Marine animals,Arthropods,rainfall,0.0,,aquatic
Marine animals,Arthropods,farm_intensity,0.0,,aquatic
Marine animals,Arthropods,urban_intensity,0.0,,aquatic
Marine animals,Cnidarians,intercept,0.24824606649142245,,aquatic
Marine animals,Cnidarians,temperature,0.0,,aquatic
Marine animals,Cnidarians,rainfall,0.0,,aquatic
Marine animals,Cnidarians,farm_intensity,0.0,,aquatic
Marine animals,Cnidarians,urban_intensity,0.0,,aquatic
Marine animals,Molluscs,intercept,0.5041131512885624,,aquatic
Marine animals,Molluscs,temperature,0.0,,aquatic
Marine animals,Molluscs,rainfall,0.0,,aquatic
Marine animals,Molluscs,farm_intensity,0.0,,aquatic
Marine animals,Molluscs,urban_intensity,0.0,,aquatic
Marine animals,Fish,intercept,1.8493376275210582,,aquatic
Marine animals,Fish,temperature,0.0,,aquatic
Marine animals,Fish,rainfall,0.0,,aquatic
Marine animals,Fish,farm_intensity,0.0,,aquatic
Marine animals,Fish,urban_intensity,0.0,,aquatic
Marine animals,(all),intercept,5.222514430742915,,aquatic
Marine animals,(all),temperature,0.0,,aquatic
Marine animals,(all),rainfall,0.0,,aquatic
Marine animals,(all),farm_intensity,0.0,,aquatic
Marine animals,(all),urban_intensity,0.0,,aquatic
Total,(all),intercept,5.222514430742915,,aquatic
Total,(all),temperature,0.0,,aquatic
Total,(all),rainfall,0.0,,aquatic
Total,(all),farm_intensity,0.0,,aquatic
