system:index,Abs_Lat,Annual_Mean_Radiation,Annual_Mean_Temperature,Annual_Precipitation,Aridity_Index,Bacterivores,Bulk_Density_15cm,CContent_15cm,CatIonExcCap_15cm,Clay_Content_15cm,CoOfVar_EVI_Hetero_1km,Contrast_EVI_Hetero_1km,CorFragVolPerc_15cm,Correlation_EVI_Hetero_1km,Depth_to_Bedrock,Dissimilarity_EVI_Hetero_1km,EVI,Entropy_EVI_Hetero_1km,Evenness_EVI_Hetero_1km,Fpar,Fungivores,Global_Biomass_IPCC,Gpp,Herbivores,Highest_Weekly_Radiation,Homogeneity_EVI_Hetero_1km,Human_Development_Percentage,Human_Footprint_2009,Isothermality,Lai,Lowest_Weekly_Radiation,Max_Temperature_of_Warmest_Month,Maximum_EVI_Hetero_1km,Mean_Diurnal_Range,Mean_Temperature_of_Coldest_Quarter,Mean_Temperature_of_Driest_Quarter,Mean_Temperature_of_Warmest_Quarter,Mean_Temperature_of_Wettest_Quarter,Min_Temperature_of_Coldest_Month,NDVI,Nadir_Reflectance_Band1,Nadir_Reflectance_Band2,Nadir_Reflectance_Band3,Nadir_Reflectance_Band4,Nadir_Reflectance_Band5,Nadir_Reflectance_Band6,Nadir_Reflectance_Band7,Npp,Omnivores,OrgCStockTHa_5to15cm,PET,Pixel_Lat,Pixel_Long,Population_Density,Precipitation_Seasonality,Precipitation_of_Coldest_Quarter,Precipitation_of_Driest_Month,Precipitation_of_Driest_Quarter,Precipitation_of_Warmest_Quarter,Precipitation_of_Wettest_Month,Precipitation_of_Wettest_Quarter,PredProb_of_R_Horizon,Predators,Radiation_Seasonality,Radiation_of_Coldest_Quarter,Radiation_of_Driest_Quarter,Radiation_of_Warmest_Quarter,Radiation_of_Wettest_Quarter,Range_EVI_Hetero_1km,Sand_Content_15cm,Shannon_Index_1km,Silt_Content_15cm,Simpson_Index_1km,Std_EVI_Hetero_1km,Temperature_Annual_Range,Temperature_Seasonality,Total_Number,Tree_Density,Unidentifi,Uniformity_EVI_Hetero_1km,Variance_EVI_Hetero_1km,WWF_Biome,eastness,elevation,hillshade,northness,pHinHOX_15cm,slope,.geo
0000339e568ac491c025,21.32916641,151.7198486,19.0625,1606,10624.27637,120,1236,23,8,39,1560,634543,1,2823,195,64638,3154.550781,29245,9555,48.74084473,75,603.97052,14688.86035,30,167.5200043,1638,14,7.25778389,64.3162384,14.26072693,129.2640076,28.39999962,886,12.54166603,16.10000038,16.16666603,21.33333397,21.33333397,8.899999619,6115.208984,551.2589722,2492.159424,255.6694031,548.8497925,2987.638428,2342.307861,1230.156738,8433.698242,30,31,1488.990601,-21.32916641,-44.97916794,5.698536873,79.06515503,85,20,70,819,317,819,19,85,0.071910642,136.0846863,139.7907715,159.5896912,157.4255371,2021,43,22638,18,8835,700,19.5,218.6749878,340,28494.56836,0,574,479936,7,0.80213058,1103.831421,165.2338562,-0.590254366,52,5.933137894,"{""type"":""Point"",""coordinates"":[-44.979159543784064,-21.32916722225307]}"
000071282dd98ea36650,21.32916641,151.7198486,19.30833244,1583,10226.35547,45,1257,23,8,39,1243,442918,1,1658,199,54974,3305.919922,28257,9620,48.66239929,135,500.1086731,13256.43164,360,167.5200043,1802,11,7.258827686,64.05724335,13.98276997,129.2640076,28.79999924,1051,12.6833334,16.28333282,16.35000038,21.60000038,21.60000038,9,6071.534668,632.1030273,2604.287598,292.4051819,615.3532715,3199.842529,2492.759033,1337.64502,7995.824219,15,29,1502.987915,-21.32916641,-44.97083282,5.698536873,79.04372406,84,20,70,806,312,806,14,15,0.071910642,136.0846863,139.7907715,159.5896912,157.4255371,1617,43,23067,19,8906,536,19.79999924,222.8822937,570,26242.27734,0,637,271221,7,0.920596957,1029.687012,167.3481903,-0.3698017,52,3.933417082,"{""type"":""Point"",""coordinates"":[-44.97081125206005,-21.329167222253073]}"
000077cd71debc1521d3,21.32083321,151.7198486,19.46666718,1571,10005.99707,40,1323,21,8,42,628,269272,1,-1565,200,38346,4332.672363,26834,9583,57.07675171,80,301.3782043,20816.41406,320,167.5200043,2812,58,13.00046158,63.91666794,18.75742912,129.2640076,29.10000038,1112,12.78333282,16.41666603,16.48333359,21.78333282,21.78333282,9.100000381,7083.851563,529.4025269,3114.699463,247.9889679,573.2963867,3405.88501,2319.610107,1074.790771,12399.07617,20,28,1513.000488,-21.32083321,-44.95416641,5.698536873,79.14746094,84,21,69,799,310,799,10,40,0.071910642,136.0846863,139.7907715,159.5896912,157.4255371,1331,41,20837,17,8638,340,20,224.644516,505,14543.23926,5,751,117326,7,0.941252828,977.0749512,179.0161743,0.281913668,51,0.016699634,"{""type"":""Point"",""coordinates"":[-44.95415955190085,-21.320818930529054]}"
00009bb2889d4b7d0ab9,21.51250076,149.0657349,19.37083244,1565,10243.89453,110,1306,20,8,38,907,203668,2,2266,200,38493,4001.854004,29317,9595,54.24744034,100,500,19208.71094,10,164.5099945,1749,30,3.605201483,62.66501236,16.94805527,125.2659988,29.10000038,800,12.65833282,16.31666565,16.38333321,21.73333359,21.73333359,8.899999619,6447.635742,666.982605,2954.886963,311.684906,644.7682495,3389.979736,2383.277588,1273.530762,11810.62891,20,24,1511.00354,-21.51250076,-44.72083282,2.339303493,81.17564392,75,17,59,812,313,812,9,0,0.077648774,133.1059265,134.4091492,159.3681488,156.7862244,1354,45,22711,17,8857,380,20.20000076,225.9470978,240,18099.29688,0,562,130952,7,-0.502820909,1020.588318,180.8995819,-0.834993899,51,0.04988334,"{""type"":""Point"",""coordinates"":[-44.72081133322781,-21.512515457159672]}"
0000073e0b7fbec8d431,21.47916603,150.958847,19.58333397,1561,10031.95215,230,1271,20,8,34,955,237121,2,2473,200,40614,3182.833496,29293,9389,46.42411041,99,599.8912354,17952.95703,64,166.9499969,1996,26,3.358330011,63.21548843,13.06967449,128.1620026,29.10000038,833,12.51666641,16.51666641,16.54999924,21.96666718,21.96666718,9.300000191,5726.575684,722.9771729,2525.151123,325.2952881,647.6846924,3257.000977,2651.211426,1454.531494,11184.35449,66,27,1524.001343,-21.47916603,-44.70416641,1.870554566,81.36256409,75,18,59,810,313,810,8,0,0.073557608,134.8930054,138.6150055,160.3996887,157.5214691,1343,48,21466,18,8653,403,19.79999924,228.2376556,459,18215.50977,0,557,159365,7,-0.310565203,957.0055542,182.0659943,0.950417459,51,2.050378084,"{""type"":""Point"",""coordinates"":[-44.7041596330686,-21.479167173552426]}"
00007112cab6d6f03ff1,19.83749962,154.2291565,19.10000038,1554,10278.67285,13.25,1269,49,11,35,1489,449171,3,3828,188,53916,2916.783447,28688,9593,46.78234863,1.416666667,8700,14043.80176,53.16666667,173.0299988,1756,19,9.146943092,63.54166794,14.29304123,136.0540009,27.60000038,948,11.1833334,16.58333397,16.58333397,21,20.56666565,10,6326.352539,439.0166321,2209.954346,197.2475433,453.8254089,2610.98999,1850.635864,872.5028076,7894.458008,21.25,43,1467.022949,-19.83749962,-43.73749924,8.195728302,87.53427124,41,13,41,660,331,866,23,2.5,0.067115851,141.8296967,145.7912292,162.9649963,154.1966858,2049,47,22329,19,8813,670,17.60000038,182.6198273,91.58333333,44837.33594,0,605,379451,7,0.280646771,1116.154541,176.1837921,0.925901651,52,5.032314777,"{""type"":""Point"",""coordinates"":[-43.737508241346845,-19.837516000983587]}"
00005e01f66cb2b4602a,19.86249924,154.2291565,19.86249924,1526,9799.750977,1.5,1254,24,11,39,2689,747750,4,3963,191,68449,2664.501465,29360,9775,42.74831772,1.5,8700,14513.89648,35.25,173.0299988,1345,0,16.93592644,63.72282791,11.7683773,136.0540009,28.79999924,784,11.72500038,17.35000038,17.35000038,21.75,21.29999924,10.39999962,5480.543945,600.0280762,2163.923828,268.3772583,538.1054077,2483.9646,1980.591431,1100.254028,7979.842285,1,28,1505.014038,-19.86249924,-43.79583359,12.77632141,87.8793335,42,13,42,646,328,854,23,0,0.067115851,141.8296967,145.7912292,162.9649963,154.1966858,3071,44,24567,18,9090,856,18.39999962,182.2476349,39.25,30031.93555,0,555,616344,1,0.111243397,1008.580261,178.9833832,0.970944822,52,5.048551083,"{""type"":""Point"",""coordinates"":[-43.795811633548475,-19.862515992866808]}"
00006149aa931d44cdf9,19.86249924,154.2291565,20.12916756,1518,9674.904297,15.25,1251,33,10,39,1637,482262,3,4170,194,55852,3700.568604,29694,9796,52.20171356,2.194444444,8700,15753.51758,160.7222222,173.0299988,1575,0,20.31375122,63.91891861,16.23317337,136.0540009,29.10000038,705,11.82499981,17.63333321,17.63333321,22.01666641,21.54999924,10.60000038,6900.100098,480.6662292,2608.846191,244.7200317,521.026062,2873.571045,1907.071777,911.3027344,8941.578125,17.69444445,34,1512.006592,-19.86249924,-43.80416489,7.259814739,87.64141846,42,13,42,641,326,848,18,4.833333333,0.067115851,141.8296967,145.7912292,162.9649963,154.1966858,2603,43,25127,19,9141,717,18.5,182.0396881,200.6944444,41137.41016,0,527,425956,1,-0.93697226,970.9210815,186.7715302,-0.234021291,52,2.049916744,"{""type"":""Point"",""coordinates"":[-43.804159925272494,-19.862515992866808]}"
0000d0c9171393c9e0b8,20.11249924,153.72612,18,1614,10639.71777,22.12681229,1151,35,12,35,599,64469,3,-777,200,20031,2467.21875,26065,9150,33.40836334,7.44095722,8693.020508,12412.56055,87.50233782,171.3699951,3514,0,28.81519318,65.31008148,9.039387703,135.6450043,26.29999924,1305,11.23333263,15.48333359,15.48333359,19.93333244,19.46666718,9.100000381,5618.229492,467.5848694,1845.520386,224.3702545,436.0349121,2389.414063,1769.662598,979.2376099,7882.705566,66.49995092,34,1452.019287,-20.11249924,-43.95416641,0.587879658,85.95028687,52,15,52,698,331,891,15,4.035289556,0.065298982,141.4786987,145.4106903,161.5839996,154.7553101,744,48,17474,18,7980,195,17.19999886,183.216217,187.6053478,36095.16406,0,809,30676,1,-0.554995716,1315.12561,191.8806763,0.830624402,53,6.948997498,"{""type"":""Point"",""coordinates"":[-43.95415987657184,-20.112515911699063]}"
000014b42be0ee05a9a7,20.16250038,154.4872742,20.89583397,1474,8081.013184,26.56939668,1316,16,9,38,643,143359,1,3733,200,26376,3990.22168,28094,9501,53.50337601,4.646363636,8695.067383,16915.52344,54.13840944,171.7599945,3189,31,17.21691895,64.58333588,17.29352951,136.5050049,30.29999924,1039,12.65833282,18.14999962,18.14999962,22.93333244,22.43333244,10.69999981,6525.852539,624.4771118,3078.69043,305.8872375,681.0098267,3447.868164,2394.668457,1202.997192,10210.84082,44.64586727,22,1636.998657,-20.16250038,-44.14583206,5.301475525,86.23774719,49,13,49,631,307,815,7,8.617627862,0.064562239,141.877533,146.2848511,161.782074,154.3940735,1193,45,21173,17,8636,342,19.59999847,200.3231201,138.6176649,23615.76367,0,640,114811,1,-0.019943692,763.6720581,180.0982819,0.990134299,52,0.049852833,"{""type"":""Point"",""coordinates"":[-44.14581151991363,-20.162515895465514]}"
00003f247b74be1c4b7c,20.16250038,154.4872742,20.89166641,1479,8086.019531,18.16602941,1306,17,9,38,1245,346950,2,4469,200,44026,3631.798828,28468,9718,50.74676132,5.03461329,5301.644531,18232.59961,31.75779956,171.7599945,2161,14,17.58337212,64.45578003,15.76368046,136.5050049,30.29999924,899,12.63333321,18.13333321,18.13333321,22.93333244,22.43333244,10.69999981,6176.655762,629.0185547,2795.143799,303.1150818,660.7789917,3177.103516,2172.179688,1088.366333,11042.96875,30.96880901,22,1636.000854,-20.16250038,-44.15416718,5.305946827,85.91996765,51,13,51,632,308,816,9,0.424382716,0.064562239,141.877533,146.2848511,161.782074,154.3940735,2292,44,24816,19,9079,623,19.59999847,201.0973663,86.35163398,22479.27539,0,609,316555,1,0.807674706,768.0246582,179.1166534,-0.484572798,52,0.033400383,"{""type"":""Point"",""coordinates"":[-44.15415981163765,-20.162515895465514]}"
00007d80055be5c8e3ff,20.63750076,150.80896,18.91666603,1322,8415.998047,15,1291,18,11,38,318,39130,2,2286,200,15062,4077.953369,24447,8144,50.6451149,10,500,18871.45508,15,175.4900055,4579,49,12.581213,61.66666412,16.00338745,127.8209991,29.20000076,1615,12.94999981,15.69999981,15.69999981,21.60000038,20.83333397,8.199999809,6593.878906,644.0969238,3094.973877,284.8333435,614.0484619,3688.856934,2684.820068,1484.355103,11261.15332,0,25,1540.998291,-20.63750076,-42.54583359,14.96331882,74.8224411,68,17,68,515,245,678,10,0,0.084431931,134.918457,137.7803802,166.5330811,157.0870056,640,47,14593,16,7041,166,21,238.5594482,40,20333.97461,0,985,24734,1,0.310473144,827.468811,178.0315399,0.913595438,52,1.96712625,"{""type"":""Point"",""coordinates"":[-42.545812039387215,-20.63751574124679]}"
000005810eaca26eecfb,14.8125,154.8305511,23.58333397,1254,9037.374023,17,1307,31,15,36,357,118708,2,1415,197,27603,5196.72168,27459,8694,73.83050537,68,19300,28750.66211,51,171.1199951,2962,59,10.13502598,64.1592865,44.00849533,129.3190002,29.10000038,1136,7.25,21.61666679,22.60000038,25.21666718,24.66666794,17.79999924,7804.489746,355.3121643,3698.202637,173.2696533,541.6776733,3617.943359,1988.370361,766.3849487,12337.54199,18,44,1329.989014,-14.8125,-39.48749924,10.65686798,18.5060463,288,76,250,346,137,358,22,0,0.087833256,135.7495422,158.4502258,168.496994,165.2893066,994,37,18078,27,7872,262,11.30000114,146.0749054,154,21862.41992,0,709,69932,1,0.356649905,164.1472168,177.0502014,-0.905863881,53,2.950108528,"{""type"":""Point"",""coordinates"":[-39.487509621198555,-14.812517632455329]}"
0000794f2b0eaf276e6c,15.8708334,163.1629181,23.07916641,882,4956.01416,10,1430,10,9,26,574,184450,3,1684,200,34322,2892.234619,29250,9355,37.31311417,45,500,11280.98438,0,178.9700012,2262,56,12.5044899,70.64176178,10.15933228,146.1119995,31.20000076,758,12.29166698,20.79999924,20.79999924,24.35000038,24.11666679,13.80000019,4363.111816,1385.528564,3437.960205,576.930603,1091.386963,4185.678223,3701.036865,2388.279053,6421.162109,30,15,1728.996826,-15.8708334,-43.23749924,8.924594879,97.48717499,6,1,6,367,196,528,5,15,0.060195103,156.1185455,156.1185455,170.5081482,158.7529297,1150,57,20773,17,8567,329,17.40000153,156.6330261,100,29598.91406,0,558,109763,2,0.35147208,592.8973389,178.9835815,-0.928774774,60,1,"{""type"":""Point"",""coordinates"":[-43.237508403682334,-15.870820699985968]}"
0000aa2fc472fa3f962a,15.9375,164.6817169,22.10416603,1013,6009.970703,10,1443,12,7,24,304,24367,0,1644,200,12143,3087.111328,23725,9170,45.47245789,60,799.7453613,16295.45898,28,178.3999939,5131,30,4.492345333,71.62036896,12.93939114,141.1869965,30.39999962,1867,12.89166641,20.01666641,20.01666641,23.31666565,22.95000076,12.39999962,5157.734375,1004.49707,3038.731689,410.7816772,797.9232178,3957.655273,3292.300537,1967.32312,9184.647461,35,16,1747.003296,-15.9375,-44.33750153,12.19059658,91.05123901,23,4,15,311,204,582,9,5,0.058180161,159.456543,162.4561462,166.8354645,157.0583801,491,62,15383,13,7515,137,18,147.9781494,138,12936.68457,0,1142,14652,7,0.235108346,819.8474731,179.9671021,0.928566873,54,0.983577251,"{""type"":""Point"",""coordinates"":[-44.33750804654424,-15.93751726720046]}"
00006ce2d5f04639d7d8,9.279166222,169.4978333,25.49583244,546,2595.983398,47.55555556,1491,7,8,22,1359,499624,0,2077,200,57324,3570.601807,28884,9779,43.88117218,0,200,11540.92773,11.22222222,191.477005,1588,81,13.37503719,74.67228699,12.68525505,146.0099945,34,950,13.29166603,23.64999962,24.15000153,26.64999962,26.48333359,16.20000076,5296.503418,1073.651855,3390.877197,487.9293518,927.4319458,3616.388916,2979.741455,1849.749634,5314.757324,4.444444443,12,1886.998779,-9.279166222,-40.44583511,13.40780258,88.59541321,16,2,11,211,122,288,3,0,0.0805244,163.8586884,173.7370758,170.9151611,164.689621,2170,62,24684,16,9101,592,17.79999924,127.323082,63.22222223,7319.298828,0,607,332799,13,0.693058133,384.0495605,180,0.71392405,63,0,"{""type"":""Point"",""coordinates"":[-40.44581272119631,-9.279171134538544]}"
00003a390e166cd85ba4,9.279166222,169.4978333,25.48333359,543,2615.978027,37.4829932,1489,7,8,20,1221,460513,1,3020,200,53121,3564.263428,29451,9697,44.09118271,1.054421769,200,12199.22461,24.07482993,191.477005,1817,45,17.15381622,74.53183746,12.82369995,146.0099945,34,781,13.26666641,23.63333321,24.11666679,26.64999962,26.48333359,16.20000076,5309.283691,1081.080933,3412.374756,487.3779297,949.7156372,3845.145996,3155.676025,1977.621094,5443.80957,9.149659863,11,1884.002319,-9.279166222,-40.4375,12.4976263,87.82321167,18,3,12,208,121,286,5,0,0.0805244,163.8586884,173.7370758,170.9151611,164.689621,1998,64,24097,16,9024,564,17.79999924,128.263443,71.76190476,1464.801147,0,547,317777,13,0.563948512,383.9832458,180,0.82507205,62,0,"{""type"":""Point"",""coordinates"":[-40.437509312761115,-9.279171134538544]}"
